subject,block,awareness,perm_entropy,lz_complexity
10,experimental,Seen,0.9708853424702395,0.8864028770190349
10,experimental,Seen,0.9681513299807929,0.8838034550922929
10,experimental,Unseen,0.9732065294653747,0.9071982524329714
10,experimental,Seen,0.9665477948828285,0.9097976743597133
10,experimental,Unseen,0.9586833678508957,0.7798265780226115
10,experimental,Unseen,0.958712475912819,0.7746277341691274
10,experimental,Unseen,0.9652177053895385,0.9019994085794871
10,experimental,Unseen,0.9802523419667549,1.0358696378067023
10,experimental,Unseen,0.9793096341105026,0.9162962291765685
10,experimental,Unseen,0.9684626936428993,0.9773826444550062
10,experimental,Seen,0.976638469899206,0.8773049002754377
10,experimental,Unseen,0.9838556389199351,1.024172239136363
10,experimental,Unseen,0.97608270479664,0.9942788869788295
10,experimental,Unseen,0.9780864877439267,1.0085757075759108
10,experimental,Seen,0.9728836346119355,0.9734835115648933
10,experimental,Seen,0.9813238705363752,1.0046765746857977
10,experimental,Unseen,0.9720874949353027,1.0449676145502995
10,experimental,Unseen,0.9813053182999881,1.0735612557444616
10,experimental,Seen,0.974243061033022,0.9045988305062294
10,experimental,Unseen,0.9743389645798859,0.9721838006015221
10,experimental,Seen,0.9803286567306794,0.9149965182131973
10,experimental,Seen,0.9612874521300795,0.8851031660556641
10,experimental,Seen,0.9735319935180023,0.9825814883084903
10,experimental,Unseen,0.9807570521547656,1.094356631158398
10,experimental,Seen,0.978340035916178,1.0176736843195078
10,experimental,Seen,0.9797380939492538,0.9838811992718614
